curs,any,nom_estudis,nom_ensenyament,nivell,alumnes,alumnes_dones,alumnes_homes,unitats,n_centres
2022/2023,2022,MÚSICA,CLARINET (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,1,1,0,0,1
2022/2023,2022,MÚSICA,CLARINET (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,2,1,1,0,2
2022/2023,2022,MÚSICA,CLARINET (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,0,1,0,1
2022/2023,2022,MÚSICA,CLAVICÈMBAL,1,1,0,1,0,1
2022/2023,2022,MÚSICA,CLAVICÈMBAL,2,1,0,1,0,1
2022/2023,2022,MÚSICA,CLAVICÈMBAL,4,2,0,2,0,2
2022/2023,2022,MÚSICA,CLAVICÈMBAL,5,4,1,3,0,4
2022/2023,2022,MÚSICA,CLAVICÈMBAL,6,2,1,1,0,2
2022/2023,2022,MÚSICA,COMPOSICIÓ,1,23,4,19,0,3
2022/2023,2022,MÚSICA,COMPOSICIÓ,2,19,4,15,0,3
2022/2023,2022,MÚSICA,COMPOSICIÓ,3,22,6,16,0,3
2022/2023,2022,MÚSICA,COMPOSICIÓ,4,25,2,23,0,3
2022/2023,2022,MÚSICA,CONTRABAIX,1,9,3,6,0,9
2022/2023,2022,MÚSICA,CONTRABAIX,2,11,5,6,0,9
2022/2023,2022,MÚSICA,CONTRABAIX,3,11,6,5,0,10
2022/2023,2022,MÚSICA,CONTRABAIX,4,21,6,15,0,13
2022/2023,2022,MÚSICA,CONTRABAIX,5,10,3,7,0,7
2022/2023,2022,MÚSICA,CONTRABAIX,6,13,4,9,0,9
2022/2023,2022,MÚSICA,CONTRABAIX (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,4,2,2,0,2
2022/2023,2022,MÚSICA,CONTRABAIX (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,2,1,1,0,2
2022/2023,2022,MÚSICA,CONTRABAIX (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,4,2,2,0,2
2022/2023,2022,MÚSICA,CONTRABAIX (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,6,4,2,0,2
2022/2023,2022,MÚSICA,CONTRABAIX (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,4,0,4,0,3
2022/2023,2022,MÚSICA,CONTRABAIX (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,2,0,2,0,1
2022/2023,2022,MÚSICA,CONTRABAIX (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,4,0,4,0,2
2022/2023,2022,MÚSICA,CONTRABAIX (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,6,0,6,0,3
2022/2023,2022,MÚSICA,CORNAMUSA (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),2,1,1,0,0,1
2022/2023,2022,MÚSICA,CORNAMUSA (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),4,1,0,1,0,1
2022/2023,2022,MÚSICA,FAGOT,1,10,5,5,0,8
2022/2023,2022,MÚSICA,FAGOT,2,6,4,2,0,4
2022/2023,2022,MÚSICA,FAGOT,3,5,2,3,0,4
2022/2023,2022,MÚSICA,FAGOT,4,4,4,0,0,3
2022/2023,2022,MÚSICA,FAGOT,5,7,1,6,0,7
2022/2023,2022,MÚSICA,FAGOT,6,4,2,2,0,3
2022/2023,2022,MÚSICA,FAGOT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,1,1,0,1
2022/2023,2022,MÚSICA,FAGOT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,2,1,1,0,2
2022/2023,2022,MÚSICA,FAGOT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,6,4,2,0,2
2022/2023,2022,MÚSICA,FAGOTS HISTÒRICS (INTERPRETACIÓ: MÚSICA ANTIGA),3,1,0,1,0,1
2022/2023,2022,MÚSICA,FLABIOL I TAMBORÍ,2,1,1,0,0,1
2022/2023,2022,MÚSICA,FLABIOL I TAMBORÍ,3,1,1,0,0,1
2022/2023,2022,MÚSICA,FLABIOL I TAMBORÍ,5,3,3,0,0,3
2022/2023,2022,MÚSICA,FLABIOL I TAMBORÍ,6,1,0,1,0,1
2022/2023,2022,MÚSICA,FLABIOL I TAMBORÍ (INTERPRETACIÓ: MÚSICA TRADICIONAL),1,3,2,1,0,1
2022/2023,2022,MÚSICA,FLABIOL I TAMBORÍ (INTERPRETACIÓ: MÚSICA TRADICIONAL),2,1,1,0,0,1
2022/2023,2022,MÚSICA,FLABIOL I TAMBORÍ (INTERPRETACIÓ: MÚSICA TRADICIONAL),4,2,1,1,0,1
2022/2023,2022,MÚSICA,FLAUTA DE BEC,1,3,2,1,0,3
2022/2023,2022,MÚSICA,FLAUTA DE BEC,2,7,5,2,0,4
2022/2023,2022,MÚSICA,FLAUTA DE BEC,3,4,2,2,0,3
2022/2023,2022,MÚSICA,FLAUTA DE BEC,4,6,2,4,0,5
2022/2023,2022,MÚSICA,FLAUTA DE BEC,5,3,1,2,0,2
2022/2023,2022,MÚSICA,FLAUTA DE BEC,6,4,2,2,0,4
2022/2023,2022,MÚSICA,FLAUTA DE BEC (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,1,1,0,1
2022/2023,2022,MÚSICA,FLAUTA DE BEC (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,3,3,0,0,1
2022/2023,2022,MÚSICA,FLAUTA DE BEC (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,2,1,1,0,1
2022/2023,2022,MÚSICA,FLAUTA DE BEC (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,1,1,0,0,1
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA,1,33,27,6,0,20
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA,2,40,32,8,0,18
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA,3,39,32,7,0,18
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA,4,29,25,4,0,15
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA,5,28,22,6,0,15
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA,6,61,50,11,0,20
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,3,2,1,0,1
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,5,4,1,0,1
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,4,3,1,0,1
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,5,5,0,0,1
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,1,1,0,0,1
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,1,1,0,0,1
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,2,0,2,0,2
2022/2023,2022,MÚSICA,FLAUTA TRAVESSERA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,0,1,0,1
2022/2023,2022,MÚSICA,GUITARRA,1,39,19,20,0,18
2022/2023,2022,MÚSICA,GUITARRA,2,39,18,21,0,18
2022/2023,2022,MÚSICA,GUITARRA,3,47,17,30,0,18
2022/2023,2022,MÚSICA,GUITARRA,4,37,20,17,0,20
2022/2023,2022,MÚSICA,GUITARRA,5,48,16,32,0,19
2022/2023,2022,MÚSICA,GUITARRA,6,46,20,26,0,19
2022/2023,2022,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,7,3,4,0,2
2022/2023,2022,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,4,1,3,0,2
2022/2023,2022,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,9,2,7,0,2
2022/2023,2022,MÚSICA,GUITARRA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,7,4,3,0,2
2022/2023,2022,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,3,0,3,0,1
2022/2023,2022,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,1,0,1,0,1
2022/2023,2022,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,4,0,4,0,1
2022/2023,2022,MÚSICA,GUITARRA ACÚSTICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,0,1,0,1
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA,1,11,1,10,0,8
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA,2,5,0,5,0,4
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA,3,6,1,5,0,5
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA,4,5,0,5,0,4
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA,5,7,0,7,0,6
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA,6,14,1,13,0,6
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,17,0,17,0,3
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,15,0,15,0,3
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,21,0,21,0,3
2022/2023,2022,MÚSICA,GUITARRA ELÈCTRICA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,28,3,25,0,3
2022/2023,2022,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),1,4,1,3,0,2
2022/2023,2022,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),2,5,0,5,0,3
2022/2023,2022,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),3,9,1,8,0,3
2022/2023,2022,MÚSICA,GUITARRA FLAMENCA (INTERPRETACIÓ: MÚSICA TRADICIONAL),4,10,0,10,0,3
2022/2023,2022,MÚSICA,INSTRUMENTS DE CORDA POLSADA,1,1,1,0,0,1
2022/2023,2022,MÚSICA,INSTRUMENTS HISTÒRICS DE BROQUET (INTERPRETACIÓ: MÚSICA ANTIGA),4,2,0,2,0,1
2022/2023,2022,MÚSICA,NO APLICA,1,296,136,160,0,2
2022/2023,2022,MÚSICA,OBOÈ,1,16,6,10,0,10
2022/2023,2022,MÚSICA,OBOÈ,2,18,8,10,0,14
2022/2023,2022,MÚSICA,OBOÈ,3,15,7,8,0,9
2022/2023,2022,MÚSICA,OBOÈ,4,12,6,6,0,10
2022/2023,2022,MÚSICA,OBOÈ,5,11,4,7,0,7
2022/2023,2022,MÚSICA,OBOÈ,6,14,9,5,0,10
2022/2023,2022,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,5,3,2,0,2
2022/2023,2022,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,4,3,1,0,1
2022/2023,2022,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,1,0,0,1
2022/2023,2022,MÚSICA,OBOÈ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,2,0,2,0,1
2022/2023,2022,MÚSICA,ORGUE,1,5,3,2,0,3
2022/2023,2022,MÚSICA,ORGUE,2,7,2,5,0,3
2022/2023,2022,MÚSICA,ORGUE,3,2,1,1,0,2
2022/2023,2022,MÚSICA,ORGUE,4,4,0,4,0,4
2022/2023,2022,MÚSICA,ORGUE,5,3,0,3,0,3
2022/2023,2022,MÚSICA,ORGUE,6,2,0,2,0,2
2022/2023,2022,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,1,0,1,0,1
2022/2023,2022,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,0,1,0,1
2022/2023,2022,MÚSICA,ORGUE (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,4,0,4,0,1
2022/2023,2022,MÚSICA,PEDAGOGIA DE L'INSTRUMENT,4,8,4,4,0,1
2022/2023,2022,MÚSICA,PERCUSSIÓ,1,18,3,15,0,11
2022/2023,2022,MÚSICA,PERCUSSIÓ,2,15,3,12,0,10
2022/2023,2022,MÚSICA,PERCUSSIÓ,3,17,4,13,0,9
2022/2023,2022,MÚSICA,PERCUSSIÓ,4,17,5,12,0,12
2022/2023,2022,MÚSICA,PERCUSSIÓ,5,11,2,9,0,6
2022/2023,2022,MÚSICA,PERCUSSIÓ,6,20,5,15,0,11
2022/2023,2022,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,4,0,4,0,2
2022/2023,2022,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,1,0,1,0,1
2022/2023,2022,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,2,1,1,0,1
2022/2023,2022,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,0,2,0,1
2022/2023,2022,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,1,0,1,0,1
2022/2023,2022,MÚSICA,PERCUSSIÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,1,0,1,0,1
2022/2023,2022,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),3,5,2,3,0,3
2022/2023,2022,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),4,1,0,1,0,1
2022/2023,2022,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),5,2,0,2,0,2
2022/2023,2022,MÚSICA,PERCUSSIÓ (MÚSICA MODERNA I JAZZ),6,1,0,1,0,1
2022/2023,2022,MÚSICA,PIANO,1,148,86,62,0,24
2022/2023,2022,MÚSICA,PIANO,2,124,67,57,0,26
2022/2023,2022,MÚSICA,PIANO,3,146,81,65,0,25
2022/2023,2022,MÚSICA,PIANO,4,127,78,49,0,25
2022/2023,2022,MÚSICA,PIANO,5,128,60,68,0,22
2022/2023,2022,MÚSICA,PIANO,6,172,106,66,0,23
2022/2023,2022,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,32,14,18,0,2
2022/2023,2022,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,31,17,14,0,2
2022/2023,2022,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,33,19,14,0,2
2022/2023,2022,MÚSICA,PIANO (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,29,15,14,0,2
2022/2023,2022,MÚSICA,PIANO (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,10,1,9,0,3
2022/2023,2022,MÚSICA,PIANO (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,11,4,7,0,3
2022/2023,2022,MÚSICA,PIANO (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,12,4,8,0,4
2022/2023,2022,MÚSICA,PIANO (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,21,4,17,0,3
2022/2023,2022,MÚSICA,PRODUCCIÓ I GESTIÓ,1,9,5,4,0,2
2022/2023,2022,MÚSICA,PRODUCCIÓ I GESTIÓ,2,5,1,4,0,1
2022/2023,2022,MÚSICA,PRODUCCIÓ I GESTIÓ,3,7,5,2,0,2
2022/2023,2022,MÚSICA,PRODUCCIÓ I GESTIÓ,4,8,4,4,0,2
2022/2023,2022,MÚSICA,SAXÒFON,1,23,5,18,0,16
2022/2023,2022,MÚSICA,SAXÒFON,2,40,17,23,0,18
2022/2023,2022,MÚSICA,SAXÒFON,3,32,10,22,0,17
2022/2023,2022,MÚSICA,SAXÒFON,4,23,6,17,0,14
2022/2023,2022,MÚSICA,SAXÒFON,5,25,9,16,0,13
2022/2023,2022,MÚSICA,SAXÒFON,6,38,11,27,0,15
2022/2023,2022,MÚSICA,SAXÒFON (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,4,3,1,0,2
2022/2023,2022,MÚSICA,SAXÒFON (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,3,1,2,0,1
2022/2023,2022,MÚSICA,SAXÒFON (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,3,2,1,0,1
2022/2023,2022,MÚSICA,SAXÒFON (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,0,3,0,1
2022/2023,2022,MÚSICA,SAXÒFON (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,7,1,6,0,2
2022/2023,2022,MÚSICA,SAXÒFON (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,6,3,3,0,2
2022/2023,2022,MÚSICA,SAXÒFON (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,6,3,3,0,2
2022/2023,2022,MÚSICA,SAXÒFON (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,9,1,8,0,3
2022/2023,2022,MÚSICA,SENSE MODALITAT (DIRECCIÓ),1,3,0,3,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (DIRECCIÓ),2,4,1,3,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (DIRECCIÓ),3,4,0,4,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (DIRECCIÓ),4,6,2,4,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,0,2,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,16,6,10,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,16,6,10,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,23,8,15,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,4,2,2,0,2
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,5,1,4,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,7,2,5,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,7,1,6,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA ANTIGA),2,1,1,0,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA ANTIGA),3,3,0,3,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA ANTIGA),4,5,0,5,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),1,3,2,1,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),2,3,1,2,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),3,6,1,5,0,2
2022/2023,2022,MÚSICA,SENSE MODALITAT (INTERPRETACIÓ: MÚSICA TRADICIONAL I FLAMENC),4,4,2,2,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (MUSICOLOGIA),1,4,1,3,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (MUSICOLOGIA),2,1,0,1,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (MUSICOLOGIA),3,7,7,0,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (MUSICOLOGIA),4,1,1,0,0,1
2022/2023,2022,MÚSICA,SENSE MODALITAT (PEDAGOGIA),1,35,20,15,0,3
2022/2023,2022,MÚSICA,SENSE MODALITAT (PEDAGOGIA),2,38,23,15,0,3
2022/2023,2022,MÚSICA,SENSE MODALITAT (PEDAGOGIA),3,27,20,7,0,3
2022/2023,2022,MÚSICA,SENSE MODALITAT (PEDAGOGIA),4,54,32,22,0,3
2022/2023,2022,MÚSICA,SONOLOGIA,1,5,1,4,0,1
2022/2023,2022,MÚSICA,SONOLOGIA,2,6,2,4,0,1
2022/2023,2022,MÚSICA,SONOLOGIA,3,3,0,3,0,1
2022/2023,2022,MÚSICA,SONOLOGIA,4,7,0,7,0,1
2022/2023,2022,MÚSICA,TECLATS (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,0,2,0,2
2022/2023,2022,MÚSICA,TECLATS (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,1,0,1,0,1
2022/2023,2022,MÚSICA,TECLATS (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,1,0,1,0,1
2022/2023,2022,MÚSICA,TECLATS (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,4,0,4,0,2
2022/2023,2022,MÚSICA,TENORA,1,1,0,1,0,1
2022/2023,2022,MÚSICA,TENORA,2,3,0,3,0,2
2022/2023,2022,MÚSICA,TENORA,3,2,2,0,0,1
2022/2023,2022,MÚSICA,TENORA,4,2,1,1,0,1
2022/2023,2022,MÚSICA,TENORA,5,1,0,1,0,1
2022/2023,2022,MÚSICA,TENORA,6,2,0,2,0,2
2022/2023,2022,MÚSICA,TENORA (INTERPRETACIÓ: MÚSICA TRADICIONAL),3,2,0,2,0,1
2022/2023,2022,MÚSICA,TIBLE,1,1,0,1,0,1
2022/2023,2022,MÚSICA,TIBLE,2,1,0,1,0,1
2022/2023,2022,MÚSICA,TIBLE,5,1,1,0,0,1
2022/2023,2022,MÚSICA,TROMBÓ,1,15,4,11,0,8
2022/2023,2022,MÚSICA,TROMBÓ,2,16,4,12,0,10
2022/2023,2022,MÚSICA,TROMBÓ,3,25,7,18,0,15
2022/2023,2022,MÚSICA,TROMBÓ,4,8,4,4,0,6
2022/2023,2022,MÚSICA,TROMBÓ,5,12,2,10,0,8
2022/2023,2022,MÚSICA,TROMBÓ,6,16,2,14,0,10
2022/2023,2022,MÚSICA,TROMBÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,7,1,6,0,2
2022/2023,2022,MÚSICA,TROMBÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,1,0,1,0,1
2022/2023,2022,MÚSICA,TROMBÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,0,1,0,1
2022/2023,2022,MÚSICA,TROMBÓ (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,3,0,3,0,1
2022/2023,2022,MÚSICA,TROMBÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,2,0,2,0,1
2022/2023,2022,MÚSICA,TROMBÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,1,0,1,0,1
2022/2023,2022,MÚSICA,TROMBÓ (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,3,1,2,0,1
2022/2023,2022,MÚSICA,TROMBÓ-FISCORN BAIX (MÚSICA TRADICIONAL),2,1,1,0,0,1
2022/2023,2022,MÚSICA,TROMPA,1,11,6,5,0,7
2022/2023,2022,MÚSICA,TROMPA,2,14,1,13,0,9
2022/2023,2022,MÚSICA,TROMPA,3,14,5,9,0,10
2022/2023,2022,MÚSICA,TROMPA,4,15,5,10,0,12
2022/2023,2022,MÚSICA,TROMPA,5,14,4,10,0,8
2022/2023,2022,MÚSICA,TROMPA,6,7,3,4,0,6
2022/2023,2022,MÚSICA,TROMPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,2,1,1,0,2
2022/2023,2022,MÚSICA,TROMPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,4,1,3,0,2
2022/2023,2022,MÚSICA,TROMPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,4,1,3,0,2
2022/2023,2022,MÚSICA,TROMPA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,9,2,7,0,2
2022/2023,2022,MÚSICA,TROMPA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,1,0,1,0,1
2022/2023,2022,MÚSICA,TROMPETA,1,25,7,18,0,17
2022/2023,2022,MÚSICA,TROMPETA,2,20,4,16,0,11
2022/2023,2022,MÚSICA,TROMPETA,3,24,10,14,0,17
2022/2023,2022,MÚSICA,TROMPETA,4,20,2,18,0,10
2022/2023,2022,MÚSICA,TROMPETA,5,29,8,21,0,13
2022/2023,2022,MÚSICA,TROMPETA,6,26,11,15,0,16
2022/2023,2022,MÚSICA,TROMPETA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),1,5,2,3,0,2
2022/2023,2022,MÚSICA,TROMPETA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,3,0,3,0,2
2022/2023,2022,MÚSICA,TROMPETA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,10,3,7,0,2
2022/2023,2022,MÚSICA,TROMPETA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,4,2,2,0,2
2022/2023,2022,MÚSICA,TROMPETA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),1,7,4,3,0,2
2022/2023,2022,MÚSICA,TROMPETA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),2,6,0,6,0,3
2022/2023,2022,MÚSICA,TROMPETA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),3,3,0,3,0,2
2022/2023,2022,MÚSICA,TROMPETA (INTERPRETACIÓ: JAZZ I MÚSICA MODERNA),4,8,2,6,0,3
2022/2023,2022,MÚSICA,TUBA,1,8,0,8,0,7
2022/2023,2022,MÚSICA,TUBA,2,8,2,6,0,5
2022/2023,2022,MÚSICA,TUBA,3,2,0,2,0,2
2022/2023,2022,MÚSICA,TUBA,4,4,1,3,0,3
2022/2023,2022,MÚSICA,TUBA,5,3,0,3,0,3
2022/2023,2022,MÚSICA,TUBA,6,6,0,6,0,6
2022/2023,2022,MÚSICA,TUBA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),2,1,0,1,0,1
2022/2023,2022,MÚSICA,TUBA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),3,1,1,0,0,1
2022/2023,2022,MÚSICA,TUBA (INTERPRETACIÓ: CLÀSSICA I CONTEMPORÀNIA),4,1,0,1,0,1
2022/2023,2022,MÚSICA,VIOLA,1,29,24,5,0,14
2022/2023,2022,MÚSICA,VIOLA,2,21,13,8,0,14
